|Nom |Adresse|ville|Telephone|Activité
21|SARL WILIAM D'AMTO|3 TRAVERSE DE L OBSERVATOIRE|13004 MARSEILLE|04 88 86 01 86|Activité : entreprise
22|SARL NADJIM TOUFAILI|51 RUE FRANCOIS SIMON|13004 MARSEILLE 04|09 83 70 84 27|Activité : entreprise
23|SARL MEUBLE LABE JACQUES LABE|146 BD LIBERATION|13004 MARSEILLE|04 91 37 48 81|Activité : entreprise
24|PARDINI JEAN JACQUES JEAN JAQUES PARDINI|11 BD DU COLONEL ROBERT ROSSI|13004 MARSEILLE|09 87 41 76 51|Activité : entreprise
25|PACO ROTISSERIE ALAIN PEREDA|12 AVENUE MARECHAL FOCH|13004 MARSEILLE|04 65 96 33 61|Activité : entreprise
26|MEDIA CONSEIL ANTILLES AXEL DUPLESSIS DE POUZILHAC|33 Boulevard Philippon|13004 Marseille|04 13 25 29 38|Activité : entreprise
27|MATRIX APPLIANCES STEPHANE PELLETIER|2 RUE SAINT BRUNO|13004 MARSEILLE|04 13 24 37 35|Activité : entreprise
28|LABORATOIRE DE PROTHESE D PATRICE GAUBIL|4 Boulevard Sakakini|13004 Marseille|04 91 08 73 50|Activité : entreprise
29|KOVA DISTRIBUTION ADOLPHE ATTIA|18 RUE BENEDIT|13004 MARSEILLE|04 91 07 05 22|Activité : entreprise
30|INSTITUT CAPILLAIRE ELITE ACJ ROUVILLE ALEXANDRA|140 Boulevard Boisson|13004 Marseille|04 84 26 76 66|Activité : entreprise
31|GROUPE ATLAS ASSURANCES FRANCK PELLE|6 BOULEVARD DE LA FEDERATION|13004 MARSEILLE|04 65 85 74 88|Activité : entreprise
32|GREEN HOME GREEN HOME|1 RUE FONDERE|13004 MARSEILLE|04 88 00 52 88|Activité : entreprise
33|EURL SPYJLBC JEAN RAVON|20 RUE BENEDIT|13004 MARSEILLE 04|04 86 94 15 04|Activité : entreprise
34|EQUIVOG THEATRE D AVENTUR YANSE BAILLY|105 Avenue des Chartreux|13004 Marseille|04 91 50 18 90|Activité : entreprise
35|DATA SYSTEMS EQUIPEMENTS BELKESSA AKLI DATA SYSTEMES EQUIPEMENTS|86 BD LIBERATION|13004 MARSEILLE 04|04 91 94 06 19|Activité : entreprise
36|CLERGET BEATRICE BEATRICE CLERGET|1 BOULEVARD ROBINSON|13004 MARSEILLE|04 65 85 01 10|Activité : entreprise
37|CARROSSERIE DES CHARTREUX LUDIVINE CASANOVA|25 RUE LACEPEDE|13004 MARSEILLE|04 86 77 08 75|Activité : entreprise
38|BELHADI YASMINA YASMINA BELHADI|23 Rue Raspail|13004 Marseille|04 88 86 26 72|Activité : entreprise
39|BEAR'SKIN MICHAEL MUSIN|1 Avenue des Chartreux|13004 Marseille|04 86 97 00 89|Activité : entreprise
40|BAR RESTAURANT DES CHUTES FRANCK AMSIS|45 Avenue des Chutes Lavie|13004 Marseille|04 91 64 28 62|Activité : entreprise
41|Tropic Alu|147 Boulevard de la Blancarde|13004 Marseille|04 91 49 17 33|Activité : stores
42|Gepac|20 Rue Auger|13004 Marseille|04 91 86 42 62|Activité : bureau d'études en ingénierie
43|Les Petits Frères des Pauvres|6 Rue de Provence|13004 Marseille|04 91 18 55 55|Activité : association humanitaire
44|Gespac|161 Avenue des Chartreux|13004 Marseille|04 91 06 00 82|Activité : entreprise
45|SO.MA.CA.|47 Avenue des Chartreux|13004 Marseille|04 91 62 68 44|Activité : garage automobile
46|S D A L P|202 Avenue des Chartreux|13004 Marseille|04 91 85 54 58|Activité : entreprise
47|Les Studios Decanis|22 Avenue de Saint-Barnabé|13004 Marseille|04 91 43 98 07|Activité : sonorisation, éclairage
48|Le Fash|1 Boulevard Pardigon|13004 Marseille|04 91 50 61 38|Activité : bar
49|Centre de Culture Ouvrière|18 Rue du Monastère|13004 Marseille|04 91 85 63 18|Activité : association, organisme culturel et socio-éducatif
50|Agence Aria Immobilier Proximité|84 Avenue des Chartreux|13004 Marseille|04 91 34 11 11|Activité : agence immobilière
51|ADN Expertise Comptable|4 Boulevard Georges Clemenceau|13004 Marseille|04 91 62 58 04|Activité : expert-comptable
52|Laboratoire Foch-Cinq Avenues|12 Avenue du Maréchal Foch|13004 Marseille|04 91 18 44 00|Activité : laboratoire d'analyses de biologie médicale
53|Bernard Beck|33 Impasse Croix de Régnier|13004 Marseille|09 84 54 00 23|Activité : entreprise
54|Mélika Koffi|23 Boulevard de la Fédération|13004 Marseille|04 91 49 38 35|Activité : journaux, presse, magazines, éditeur
55|François Orsoni|11 Rue Granoux|13004 Marseille|04 91 49 52 20|Activité : ostéopathe
56|Michel Coignet|40 b Avenue du Maréchal Foch|13004 Marseille|04 91 85 43 43|Activité : dermatologue vénéréologue
57|Pascale Drai|4 Avenue des Chartreux|13004 Marseille|04 91 36 12 37|Activité : angiologue
58|Philippe Icard|19 Rue Pierre Roche|13004 Marseille|04 91 85 58 49|Activité : chirurgien-dentiste
59|Michel Fauque|21 Avenue d'Haïti|13004 Marseille|04 91 34 64 99|Activité : chirurgien-dentiste
60|Gérard Portier|104 Avenue des Chartreux|13004 Marseille|04 91 49 23 31|Activité : psychologue
61|Dominique Rostini|26 Avenue de Saint-Just|13004 Marseille|04 91 34 01 09|Activité : médecin généraliste
62|Sandra Gelle|25 Avenue de Saint-Barnabé|13004 Marseille|04 91 85 33 25|Activité : agence et agent commercial
63|Philippe Tomasini|90 Boulevard de Roux|13004 Marseille|04 91 34 77 57|Activité : entreprise
64|Virginie Andréani|11 A Avenue des Chutes Lavie|13004 Marseille|04 91 62 47 92|Activité : dermatologue vénéréologue
65|Sovanna Ung|4 rue Capazza|13004 MARSEILLE|04 91 34 00 08|Activité : restauration rapide
66|Patrick Jimeno|6 Boulevard Sakakini|13004 Marseille|04 91 85 27 07|Activité : kinésithérapeute
67|Patrick Ittah|18 Rue Bénédit|13004 Marseille|04 91 84 51 33|Activité : entreprise de menuiserie
68|Nabih Akiki|19 Avenue du Maréchal Foch|13004 Marseille|09 63 22 07 77|Activité : entreprise
69|Maïté Saint-Arroman|192 Avenue des Chartreux|13004 Marseille|04 91 49 89 86|Activité : ostéopathe
70|Marc Andréani|11 Avenue des Chutes Lavie|13004 Marseille|04 91 08 42 16|Activité : médecin généraliste
71|Ludovic Favre|1 Rue des Orgues|13004 Marseille|04 91 34 61 43|Activité : chirurgien-dentiste
72|Joseph-Andr Castellotti|1 B Avenue des Chutes Lavie|13004 Marseille|04 91 08 84 33|Activité : entreprise
73|Jean-Pierre Labarre|13 Place Pierre Brossolette|13004 Marseille|04 91 85 27 27|Activité : entreprise
74|Jean-Pierre Berthet|21 Avenue d'Haïti|13004 Marseille|04 91 85 18 91|Activité : prothésiste dentaire
75|Jean-Luc Guer|114 Boulevard Camille Flammarion|13004 Marseille|04 91 50 23 38|Activité : pédicure-podologue
76|Eric Taillade|29 Avenue des Chartreux|13004 Marseille|04 91 50 51 51|Activité : serrurier
77|Edouard Dalakupeian|2 Rue Maréchal Fayolle|13004 Marseille|04 91 49 16 78|Activité : médecine physique et de réadaptation
78|Catherine Thevenot|29 boulevard Georges Clemenceau|13004 MARSEILLE|04 91 85 35 65|Activité : entreprise
79|Alain Anaton|29 Boulevard de la Blancarde|13004 Marseille|04 91 49 33 33|Activité : kinésithérapeute
80|Rodolphe Meniconi|37 Rue Granoux|13004 Marseille|04 91 85 23 85|Activité : garage automobile
81|Patrick Pulice|93 Boulevard Camille Flammarion|13004 Marseille|04 91 50 42 67|Activité : transport en commun
82|Nicole Anfossi|14 Rue des Orgues|13004 Marseille|04 91 34 04 70|Activité : pédiatre
83|Pierre Di-Rocco|26 Avenue de Saint-Just|13004 Marseille|04 91 34 23 13|Activité : ophtalmologue
84|Jennifer Tp Gest|3 Boulevard Isidore Dagnan|13004 Marseille|09 67 81 19 30|Activité : mutuelle
85|Danielle Marajo|80 Rue Albe|13004 Marseille|04 91 66 44 99|Activité : pharmacien
86|Virginie Bonnenfant|58 Avenue des Chartreux|13004 Marseille|04 91 36 82 20|Activité : kinésithérapeute
87|Pauline Rubini|58 avenue Corot|13004 MARSEILLE|04 91 61 15 54|Activité : entreprise
88|Marie Sarale|34 Avenue d'Haïti|13004 Marseille|04 91 49 71 17|Activité : entreprise
89|Huberte Barroco|4 b boulevard Robinson|13004 MARSEILLE|04 91 70 34 36|Activité : entreprise
90|David Roca|35 Avenue du Maréchal Foch|13004 Marseille|06 49 27 66 84|Activité : restauration rapide
91|Caterina Sahakian|257 boulevard Chave|13004 MARSEILLE|04 91 49 47 27|Activité : entreprise
92|Arlette Tempier|3 Rue du Jarret|13004 Marseille|04 91 49 21 65|Activité : entreprise
93|PETITES SOEURS DES PAUVRES|29 Rue Jeanne Jugan|13004 Marseille|04 91 50 42 12|Activité : association religieuse ou philosophique
94|J C COIFF JEAN CLAUDE TRISCARI|4 Boulevard Lambert|13004 Marseille|04 91 06 22 22|Activité : entreprise
95|SOOKO|12 B Rue du Docteur Acquaviva|13004 Marseille|08 11 81 38 11|Activité : entreprise
96|SOCIETE FRANCAISE DES ASCENSEURS KONE|52 boulevard JOURDAN|13004 MARSEILLE|04 91 02 88 52|Activité : entreprise
97|SCI GADLU|130 boulevard FRANCOISE DU PARC|13004 MARSEILLE|04 84 26 83 75|Activité : entreprise
98|SARL LLGAM BOULANGERIE LAURENCE MELKONIAN|176 Boulevard de la Libération - Général de Monsabert|13004 Marseille|04 86 97 16 09|Activité : entreprise
99|RABUS|12 boulevard CASSIN|13004 MARSEILLE 04|04 91 62 16 80|Activité : entreprise
100|Proman Gestion - MAR91|8 Boulevard Sakakini|13004 Marseille|04 91 49 70 42|Activité : entreprise
101|PHARMACIE JAYNE ET SECCHI|60 rue MAX DORMOY|13004 MARSEILLE|04 91 34 21 21|Activité : entreprise
102|PAPETERIE DES CHARTREUX LAURENT BOUDJEMA|58 Avenue des Chartreux|13004 Marseille|04 91 34 39 35|Activité : entreprise
103|OPTIQUE GUERIN|198 Boulevard de la Libération - Général de Monsabert|13004 Marseille|04 91 49 82 87|Activité : entreprise
104|MICHELON JOSIANE RAYMONDE FELI JOSIANE RAYMONDE FELICIE MICHELON|18 rue ELEMIR BOURGES|13004 MARSEILLE|04 91 34 53 74|Activité : entreprise
105|MARIETTON DEVELOPPEMENT|9 avenue DU MARECHAL FOCH|13004 MARSEILLE 04|04 91 24 14 99|Activité : entreprise
106|MAISON DE LA FAMILLE DES BDR|Rue Camoin Jeune|13004 Marseille|04 95 08 21 28|Activité : entreprise
107|LE VIEUX MOULIN MICHEL SAROCCHI|12 Rue de Provence|13004 Marseille|04 91 26 12 12|Activité : entreprise
108|LE FOUR D HOPKINSON ERIC MAGNEVILLE|16 Boulevard Hopkinson|13004 Marseille|04 91 34 77 47|Activité : entreprise
109|LA MAISON DE PAPOU CLAIRE ROBERT|39 Avenue des Chutes Lavie|13004 Marseille|04 91 95 66 98|Activité : entreprise
110|L ANTIDOTE Helene CAPRARO|38 Place Edmond Audran|13004 Marseille|04 91 34 53 86|Activité : entreprise
111|L AMANDERIE|6 rue GRANON|13004 MARSEILLE 04|04 91 50 05 55|Activité : entreprise
112|HÔPITAL DE JOUR PLOMBIERES|21 Boulevard du Maréchal Juin|13004 Marseille|04 91 06 76 33|Activité : entreprise
113|GUILLO CARINE CARINE THERESE DARMANIN GIULLO|37 Rue Saint-Bruno|13004 Marseille|04 91 49 27 76|Activité : entreprise
114|GARDETTE DENIS DENIS GARDETTE|28 Rue Marx Dormoy|13004 Marseille|04 91 34 39 15|Activité : entreprise
115|FOUQUE VAIARELLO SYLVIE SYLVIE VAIARELLO|297 boulevard CHAVE|13004 MARSEILLE 4|04 91 86 01 02|Activité : entreprise
116|BRAISSANT LAURENCE LAURENCE BRAISSANT|297 Boulevard Chave|13004 Marseille|04 91 85 33 22|Activité : entreprise
117|BAR BARCAGGIO FRANCIS GUINTINI|20 R BENEDIT|13004 MARSEILLE|04 91 95 52 13|Activité : entreprise
118|Association Frip Insertion 1|78 boulevard liberation|13004 Marseille|04 96 12 64 28|Activité : entreprise
119|Associatin Solidarite 13|149 boulevard camille flammarion|13004 Marseille|04 91 08 77 89|Activité : entreprise
120|ASSU 2000|150 bd Libération|13004 MARSEILLE|08 20 04 20 00|Activité : entreprise
121|ASCENSEURS MEDITERRANEE|6 boulevard MEYER|13004 MARSEILLE 04|04 91 09 01 68|Activité : entreprise
122|AMBIANCE PARQUET NATHALIE PEYSSON|94 Boulevard Camille Flammarion|13004 Marseille|04 91 08 41 69|Activité : entreprise
123|ALLIANZ HUGUENIN|28 Boulevard Georges Clemenceau|13004 Marseille|04 84 26 82 44|Activité : entreprise
124|AIR EAU LUMIERE|5/7 Rue Granoux|13004 Marseille|04 91 34 29 63|Activité : entreprise
125|A FLEURS DE POTS CHRISTELLE CREVON|299 boulevard CHAVE|13004 MARSEILLE 4|04 95 08 93 79|Activité : entreprise
126|Ebénisterie EMDP|10 rue De La Conception|13004 Marseille 4eme|09 50 10 03 23|Activité : entretien de tapisserie
127|ASSOCIATION FAMILLE SOLIDARITE ET CULTUR|118 boulevard Liberation|13004 Marseille 4eme|09 52 28 06 31|Activité : entreprise
128|Services Ambulances Marseillaises Phénix|1 Boulevard du Maréchal Juin|13004 Marseille|04 91 86 01 43|Activité : ambulance
129|Conseil Général|52 Avenue de Saint-Just|13004 Marseille|04 91 21 29 00|Activité : administration régionale, départementale et locale
130|Les Mirettes of Marseille|49 Boulevard de la Blancarde|13004 Marseille|04 91 49 60 91|Activité : entreprise
131|Dany Coiffure|3 Rue Modeste|13004 Marseille|04 91 62 61 46|Activité : coiffeur
132|Sébastopol|2 Rue Granoux|13004 Marseille|04 91 34 61 45|Activité : entreprise
133|Sté Marseillaise Rest Ser|117 Avenue des Chartreux|13004 Marseille|04 91 50 15 67|Activité : entreprise
134|Sté Marseillaise Rest Ser|6 Place Leverrier|13004 Marseille|04 91 62 20 48|Activité : entreprise
135|Stella Aide Aux Familles|93 avenue Montolivet|13004 MARSEILLE|09 66 02 00 13|Activité : entreprise
136|Société Réal Sportswear|215 Boulevard de la Libération - Général de Monsabert|13004 Marseille|04 91 95 72 39|Activité : entreprise
137|Société Générale|9 Place Sébastopol|13004 Marseille|04 91 34 65 57|Activité : banque
138|Société Générale|129 Boulevard Françoise Duparc|13004 Marseille|04 91 85 30 03|Activité : banque
139|Snc Novatrice de Commercialisation|80 Boulevard Boisson|13004 Marseille|04 91 34 31 97|Activité : portes automatiques, portes de garage
140|S.OLIVIERI NETTOYAGE|31 rue Marx Dormoy|13004 MARSEILLE|04 91 62 63 67|Activité : entreprise de nettoyage
141|Renov Maison|54 Boulevard de la Blancarde|13004 Marseille|04 91 86 38 00|Activité : maçonnerie, maçon
142|Marx Dormoy|61 Rue Marx Dormoy|13004 Marseille|04 91 85 26 55|Activité : médecin généraliste
143|MPB Le Jaret|33 boulevard Maréchal Juin|13004 Marseille|04 91 82 34 85|Activité : entreprise
144|Les Terrasses Horizon Bleu|23 Avenue des Chutes Lavie|13004 Marseille|04 91 95 14 63|Activité : HLM
145|Le Gaulois|279 Boulevard Chave|13004 Marseille|04 91 49 82 49|Activité : café, brasserie
146|Le Fournil d'Ugo|39 Boulevard Philippon|13004 Marseille|04 91 50 77 03|Activité : entreprise
147|La Donna|10 Boulevard de la Blancarde|13004 Marseille|04 91 85 32 55|Activité : coiffeur
148|LICCIONI|16 Boulevard Philippon|13004 Marseille|09 72 91 22 63|Activité : entreprise
149|LE CARRE|18 Boulevard Georges Clemenceau|13004 Marseille|04 95 08 26 81|Activité : coiffure, esthéticien à domicile
150|Julien Siouffi|165 Boulevard Boisson|13004 Marseille|04 91 36 01 82|Activité : équipement pour informatique
151|ICF Sud-Est méditerranée|1 b Avenue des Chutes Lavie|13004 Marseille|04 91 50 36 60|Activité : HLM
152|Hospitalisation à Domicile 13|44 Rue du Bosquet|13004 Marseille|04 91 34 16 86|Activité : hospitalisation à domicile
153|Gastaud Eléctricité Auto|19 Rue Roussel Doria|13004 Marseille|04 91 86 04 94|Activité : station, bornes électrique pour automobiles
154|Forme Sud 13|27 Rue Marx Dormoy|13004 Marseille|04 91 27 10 10|Activité : golf, installations sportives
155|Fondation des Orphelins Vitagliano|5 Rue Antoine Pons|13004 Marseille|04 91 34 43 47|Activité : maison et home d'enfants
156|F.I.L.|9 Rue de Provence|13004 Marseille|04 91 85 42 43|Activité : cabinet de recrutement
157|Copropriété 6 rue Capazza|6 Rue Capazza|13004 Marseille|04 91 34 11 02|Activité : entreprise
158|Copropriété 17 bd Sakakini|17 Boulevard Sakakini|13004 Marseille|04 91 49 09 13|Activité : entreprise
159|Comptoir Marlau|209 Boulevard de la Libération - Général de Monsabert|13004 Marseille|04 91 50 01 02|Activité : épicerie fine
160|Charles Edouard Lemer|6 Boulevard Blanc|13004 Marseille|04 91 06 43 42|Activité : grossiste en alcools
161|CCAS|4 Boulevard Henri Boulle|13004 Marseille|04 91 34 64 77|Activité : entreprise
162|BNP Paribas|7 Boulevard Sakakini|13004 Marseille|08 20 82 00 01|Activité : banque
163|Assoc A I L Blancarde|22 rue Auger|13004 MARSEILLE|04 91 85 83 40|Activité : association sportive
164|Ambulance Secours Treize|7 Boulevard Velten|13004 Marseille|04 91 12 45 20|Activité : ambulance
165|A.S.P.I.C|97 Rue Pautrier|13004 Marseille|04 91 84 74 74|Activité : système alarmes et surveillance
166|Orsoni|2 Boulevard Françoise Duparc|13004 Marseille|04 91 34 60 51|Activité : entreprise
167|James Assouline|25 Boulevard Banon|13004 Marseille|04 91 26 13 13|Activité : entreprise
168|Diagnostic Realisation Logistique|5 Rue Édouard Deiss|13004 Marseille|04 91 92 46 72|Activité : plombier
169|BDF|193 Avenue des Chartreux|13004 Marseille|04 91 62 06 57|Activité : entreprise
170|Hong Kong 2|2 Place Edmond Audran|13004 Marseille|04 91 85 63 49|Activité : entreprise
171|Copro Olympe 1|12 Boulevard Sakakini|13004 Marseille|04 91 49 20 97|Activité : entreprise
172|Cabinet Expertise Comptable Aabou Diarra|15 Rue Amédée Palmieri|13004 Marseille|09 63 56 42 79|Activité : entreprise
173|So-Bat|93 Boulevard Boisson|13004 Marseille|04 91 01 33 50|Activité : entreprise
174|SOCIETE PRESSE CHARTREUX|181 avenue Chartreux|13004 MARSEILLE|04 91 62 39 34|Activité : journaux, presse, magazines, éditeur
175|Pizza Mmm|14 Rue Antoine Pons|13004 Marseille|04 91 79 72 14|Activité : entreprise
176|Pain et Partage|5 Rue Antoine Pons|13004 Marseille|04 91 60 78 04|Activité : entreprise
177|One Piece Burger|6 avenue Montolivet|13004 MARSEILLE|04 91 22 85 72|Activité : restauration rapide
178|NOIROT FERNANDEZ|5 Rue Maréchal Fayolle|13004 Marseille|04 91 85 21 71|Activité : entreprise
179|NICOLAS MULLER RESTAURATION|2 B avenue Chartreux|13004 MARSEILLE|04 91 22 74 77|Activité : restaurant
180|NC TRADITION|18 Avenue du Maréchal Foch|13004 Marseille|04 91 09 00 05|Activité : entreprise
181|N.N.S Market City|121 Boulevard Boisson|13004 Marseille|04 91 71 19 20|Activité : entreprise
182|Monapp|88 boulevard Françoise Duparc|13004 MARSEILLE|04 91 75 61 97|Activité : entreprise
183|MAISON CALAMBO PERE ET FILS|2 place MARECHAL FOCH|13004 MARSEILLE|04 91 34 56 85|Activité : restaurant
184|Le Guerandais|28 rue Maréchal Fayolle|13004 MARSEILLE|04 91 85 80 80|Activité : fournitures pour restaurants
185|La Table Cinq|8 avenue Chartreux|13004 MARSEILLE|04 91 03 19 04|Activité : entreprise
186|Formation|22 Avenue de Saint-Barnabé|13004 Marseille|04 91 34 60 53|Activité : entreprise
187|Euro Cd|100 boulevard Libération|13004 MARSEILLE|04 91 92 87 29|Activité : CD, DVD, cassettes, disques
188|Dép Bouches du Rhône|52 Avenue de Saint-Just|13004 Marseille|09 63 42 65 53|Activité : entreprise
189|Centre de Pneumologie Phocéen|20 boulevard Jardin Zoologique|13004 MARSEILLE|04 91 08 01 09|Activité : pneumologue
190|CIMINO ESPACE MACONNERIE|29 B Rue Pierre Roche|13004 Marseille|09 83 90 89 40|Activité : constructeur de maisons individuelles
191|Axess Développement|93 Avenue de Montolivet|13004 Marseille|04 91 14 32 70|Activité : entreprise
192|SOCIETE DE BENEDETTI FABIEN DE BENEDETTI TERMINE||13004 MARSEILLE|07 80 40 53 93|Activité : entreprise
193|SARL SPID ROBERT FINOCCHIARO||13004 Marseille|06 29 93 38 38|Activité : entreprise
194|MARCERON MASSIANI NADEGE MASSIANI||13004 MARSEILLE|06 22 46 30 95|Activité : entreprise
195|LABORATOIRE DE PROTHESE D PATRICE GAUBIL||13004 MARSEILLE 04|06 98 22 91 39|Activité : entreprise
196|ECOFLEURS SOPHIE CIVILETTI||13004 MARSEILLE|06 26 08 20 98|Activité : entreprise
197|Mistralphone|11 avenue MARECHAL FOCH|13004 Marseille|09 86 08 14 42|Activité : entreprise
198|Ghislaine Garcin|14 Rue Roussel Doria|13004 Marseille|04 91 49 98 21|Activité : entreprise
199|Genevieve Enrico|32 Rue Granoux|13004 Marseille|04 91 48 91 55|Activité : entreprise
200|Bruno Aouat|10 place SEBASTOPOL|13004 Marseille|04 91 82 09 58|Activité : entreprise
201|Sophie Tacussel|24 Rue Marx Dormoy|13004 Marseille|04 91 80 38 54|Activité : entreprise
202|Avi Assouly|9 Rue de Provence|13004 Marseille|04 91 25 82 16|Activité : entreprise
203|Zenji cafe|24 Rue Granoux|13004 Marseille|09 82 46 91 23|Activité : entreprise
204|Soc meridionale electric batiment indust|28 Rue Bénédit|13004 Marseille|04 91 08 08 25|Activité : entreprise
205|Soc marseillaise immobiliere|14 Rue des Orgues|13004 Marseille|09 81 62 01 10|Activité : entreprise
206|Sarl ozkar blancarde auto controle|4 Boulevard Boisson|13004 Marseille|04 91 86 42 46|Activité : entreprise
207|Restaurants coeur ctre dep 13|28 place EDMOND AUDRAN|13004 Marseille|04 91 85 07 94|Activité : entreprise
208|Plomberie diffusion|10 Rue Sainte-Thérèse|13004 Marseille|09 86 25 30 92|Activité : entreprise
209|Mercerie chapon livigni|23 BRD DE LA BLANCARDE|13004 Marseille|09 83 43 07 16|Activité : entreprise
210|La fleuriste|1 PCE SEBASTOPOL|13004 Marseille|04 91 43 30 39|Activité : entreprise
211|Hiol ntamack|38 AVE DU MARECHAL FOCH|13004 Marseille|09 86 22 82 42|Activité : entreprise
212|Garage d'arras|3 rue DES CINQ CENTS COUVERTS|13004 Marseille eme|04 91 49 07 33|Activité : entreprise
213|Edouard lemer|6 boulevard BLANC|13004 Marseille|09 81 30 43 42|Activité : entreprise
214|Codace international|7 Avenue des Chutes Lavie|13004 Marseille|09 81 30 09 17|Activité : entreprise
215|Cap conduite|128 AVE DES CHARTREUX|13004 Marseille|09 82 58 42 44|Activité : entreprise
216|Blancarde pizza|124 BRD DE LA BLANCARDE|13004 Marseille|04 91 69 97 07|Activité : entreprise
217|Ambulances bon secours|7 boulevard VELTEN|13004 Marseille|04 91 66 28 13|Activité : entreprise
218|TOUT EST PERMIS SAMY MANSOUR|57 Boulevard de la Blancarde|13004 Marseille|04 88 86 70 15|Activité : entreprise
219|UPGRADE TRAINING FRANCIS LE QUILLIEC|92 AVENUE DES CHUTES LAVIE|13004 MARSEILLE|04 65 95 44 24|Activité : entreprise
220|SASWPMI SASWPMI SASWPMI|80 RUE MONTE CRISTO|13004 MARSEILLE|04 88 08 28 02|Activité : entreprise
221|SARL NEL MOTO JEAN-CHRISTOPHE MALERBA|BRD FRANCOISE DUPARC|13004 MARSEILLE 04|09 54 96 00 84|Activité : entreprise
222|SARL CERI-REZO CHRISTOPHE BESSO|17 Boulevard Dahdah|13004 Marseille|04 84 26 99 12|Activité : entreprise
223|SARL 322 ANTOINE FERDANI|32 RUE KRUGER|13004 MARSEILLE|04 65 96 94 44|Activité : entreprise
224|SAFRAN CONCEPTIONS URBAIN BENOIT CAMPION|2 IMPASSE CROIX DE REGNIER|13004 MARSEILLE|04 65 58 11 96|Activité : entreprise
225|PROJET IMMO GESTION GUILLAUME BIANCHI|14 Boulevard Forer|13004 Marseille|04 91 64 16 13|Activité : entreprise
226|PHOCEA CONDUITE CLAUDE DOUBOUY|BRD DE LA BLANCARDE|13004 MARSEILLE 04|04 88 64 85 09|Activité : entreprise
227|NNS MARKET CITY LOTFI NAFTI|121 BOULEVARD BOISSON|13004 MARSEILLE|04 13 24 30 68|Activité : entreprise
228|LE GOUT DU VIETNAM THAT TON|2 RUE TROIS FRERES CARASSO|13004 MARSEILLE 04|04 91 43 36 75|Activité : entreprise
229|KAMO MOHAMED KANZARI|70 BOULEVARD DE LA LIBERATION|13004 MARSEILLE|04 65 57 31 00|Activité : entreprise
230|HONG YUN PING BALLU|26 AVENUE MARECHAL FOCH|13004 MARSEILLE|04 65 57 47 04|Activité : entreprise
231|GUEULE D AMOUR MILENE CZESNIEWSKI|86 RUE MONTE CRISTO|13004 MARSEILLE|04 91 34 58 61|Activité : entreprise
232|GRILL BALKANIQUES GRILL BALKANIQUES GRILL BALKANIQUES|65 Rue Kruger|13004 Marseille|04 65 85 59 93|Activité : entreprise
233|FOURNIL DE CHARTREUX ALAIN AZZOPARDI|191 Avenue des Chartreux|13004 Marseille|04 91 64 35 04|Activité : entreprise
234|EXIGENCE TRADING JEAN MICHEL TRAN-DINH|11 Rue Pautrier|13004 Marseille|04 96 21 83 35|Activité : entreprise
