|Nom |Adresse|ville|Telephone|Activité
79|DEVRAN SAS burhan karaman|5 Place Placide Caffo|13003 Marseille|04 91 62 51 44|Activité : entreprise
80|CREATION LADALI DALILA LADALI|11 Rue de Ruffi|13003 Marseille|04 91 08 09 64|Activité : entreprise
81|COMPONIZE SOFTWARE|37 rue GUIBAL|13003 MARSEILLE 3|04 91 08 59 65|Activité : entreprise
82|CARNIVAR|43 PLOMBIERES|13003 PLOMBIERES|04 91 95 68 59|Activité : entreprise
83|CAIRE MAX MAX CAIRE|21 Place Bernard Cadenat|13003 Marseille|04 91 84 68 84|Activité : entreprise
84|Arnaudo Jacques|3 boulevard boyer|13003 Marseille|04 91 62 13 30|Activité : entreprise
85|Affutage Rectification Mecanique|10 Rue Ricard|13003 Marseille|04 91 50 79 95|Activité : entreprise
86|Abd El Halim Mohamed|5 Boulevard de Briançon|13003 Marseille|04 91 62 29 31|Activité : entreprise
87|ASSOCIATION ACOR|80 Rue Clovis Hugues|13003 Marseille|04 91 95 74 03|Activité : entreprise
88|AMICALE DES ALGERIENS EN EUROPE ZEROUAL MOSTEFA|9 rue DOCTEUR LEON PERINE|13003 MARSELLE|04 91 90 73 55|Activité : entreprise
89|AMBULANCE CONCEPTION|9 rue ROGER SCHIAFFINI|13003 MARSEILLE 03|04 91 50 83 04|Activité : entreprise
90|ALLIANZ ALAIN SECHI|148 Boulevard National|13003 Marseille|04 91 62 63 60|Activité : entreprise
91|ADEL SARL TOUFIK BENCHANA|82 Avenue Camille Pelletan|13003 Marseille|04 91 08 06 65|Activité : entreprise
92|A.N.P.E (Agence Nationale Pour l'Emploi)|23 Rue Lautard|13003 Marseille|04 91 08 25 39|Activité : entreprise
93|marseille conduite|22 Rue Léon Gozlan|13003 Marseille|04 91 50 03 50|Activité : entreprise
94|Diaverum Marseille Hôpital Européen|6 Rue Désirée Clary|13003 Marseille|04 91 50 95 74|Activité : néphrologue
95|Hôpital Edouard Toulouse|150 Rue de Crimée|13003 Marseille|04 91 50 36 13|Activité : hôpital
96|Auchan Supermarché|66 boulevard Strasbourg|13003 MARSEILLE|04 95 04 33 10|Activité : entreprise
97|Villages Clubs du Soleil|23 Rue François Simon|13003 Marseille|04 91 04 87 04|Activité : village et club de vacances
98|Théâtres des Cuisines|41 Rue Jobin|13003 Marseille|04 91 11 42 31|Activité : troupe de théâtre, ballet, danse
99|Théatre Toursky|16 Passage Léo Ferré 1916 1993|13003 Marseille|04 91 02 54 54|Activité : théâtre et salle de spectacles
100|Sté Marseillaise Rest Ser|143 Rue Félix Pyat|13003 Marseille|04 91 58 39 73|Activité : entreprise
101|Sté Marseillaise Rest Ser|22 Rue Peyssonnel|13003 Marseille|04 91 64 05 30|Activité : entreprise
102|Sté Marseillaise Rest Ser|2 Rue du Docteur Léon Perrin|13003 Marseille|04 91 50 94 10|Activité : entreprise
103|Sté Marseillaise Rest Ser|27 Rue Kléber|13003 Marseille|04 91 50 94 17|Activité : entreprise
104|Sté Marseillaise Rest Ser|49 Rue Lucien Rolmer|13003 Marseille|04 91 50 15 64|Activité : entreprise
105|Sonacotra|74 Rue Félix Pyat|13003 Marseille|04 91 84 68 62|Activité : location immobilière
106|Services de la Poste|71 Avenue Camille Pelletan|13003 Marseille|04 91 84 02 33|Activité : service postal
107|Pharmacie Nouali|77 boulevard National|13003 MARSEILLE|04 91 08 53 33|Activité : pharmacien
108|Ogec St Laurent|128 Rue Peyssonnel|13003 Marseille|04 91 50 45 99|Activité : école primaire privée
109|National Autos-Parkings|375 Boulevard National|13003 Marseille|04 91 50 08 63|Activité : entreprise
110|Mpt Kleber|90 Avenue Camille Pelletan|13003 Marseille|09 64 40 10 55|Activité : entreprise
111|Lopez Boisson|23 Rue Sainte-Victorine|13003 Marseille|04 91 62 32 21|Activité : grossiste en alcools
112|Le Cri du Port|8 Rue du Pasteur Heuzé|13003 Marseille|04 91 50 51 41|Activité : théâtre et salle de spectacles
113|Labbé Charpentes|55 Rue Jean Cristofol|13003 Marseille|04 91 42 35 22|Activité : construction entretien charpente
114|La Trouvaille|114 Rue Loubon|13003 Marseille|04 91 50 00 02|Activité : brocante
115|La Tour de Pizze|160 Rue Loubon|13003 Marseille|04 91 08 83 83|Activité : entreprise
116|L'Animalerie de la Belle de Mai|34 Rue de la Belle de Mai|13003 Marseille|04 91 64 03 04|Activité : animalerie
117|Institut Intern Théâtre Méditérannéen|16 Passage Léo Ferré 1916 1993|13003 Marseille|04 91 92 98 20|Activité : troupe de théâtre, ballet, danse
118|Fondation Abbé Pierre Logements Défavorisés|16 Rue Loubon|13003 Marseille|04 91 64 47 74|Activité : association humanitaire
119|Entrepôt de la Literie|82 Boulevard National|13003 Marseille|04 91 84 61 29|Activité : luminaires
120|Désirée Clary|27 Rue Lanthier|13003 Marseille|04 91 68 47 08|Activité : entreprise
121|Collèges|91 Rue de Crimée|13003 Marseille|04 91 95 71 20|Activité : entreprise
122|Carrosserie Kléber|39 Rue Kléber|13003 Marseille|04 91 62 73 89|Activité : carrosserie et peinture automobile
123|C.A.T.T.P. Maison Rose|10 Boulevard Boyer|13003 Marseille|04 91 50 71 38|Activité : entreprise
124|C Quoi|52 Avenue Camille Pelletan|13003 Marseille|04 91 62 04 37|Activité : vêtements femme
125|B.C.M.|12 Place de Strasbourg Paul Cermolacce|13003 Marseille|04 91 50 79 12|Activité : entreprise
126|B&B Hôtels|44 rue Ruffi|13003 Marseille|04 91 64 82 76|Activité : entreprise
127|Association Culturelle Espaces Lecture Ecriture|12 Avenue Edouard Vaillant|13003 Marseille|04 91 64 44 84|Activité : entreprise
128|Albert Fils Plomberie Chauffage|31 Rue de la Belle de Mai|13003 Marseille|04 91 62 09 08|Activité : plombier
129|Aide Aux Populations Immigrées|74 Avenue Roger Salengro|13003 Marseille|04 91 08 58 57|Activité : association, structure humanitaire
130|Adda Telecom|252 Boulevard National|13003 Marseille|04 91 07 30 43|Activité : entreprise
131|Orange Fibre St Mauront|93 rue Félix Pyat|13003 Marseille|09 67 01 27 69|Activité : entreprise
132|Of Sg Dig Ugi Mediterranee|93 Rue Félix Pyat|13003 Marseille|09 66 43 09 51|Activité : entreprise
133|MPG France|37 Rue Guibal|13003 Marseille|04 91 71 34 70|Activité : entreprise
134|Lecyclo.com|8 Rue Jean Cristofol|13003 Marseille|04 91 95 16 85|Activité : entreprise
135|Danse 34 Productions|37 Rue Guibal|13003 Marseille|04 91 50 18 18|Activité : entreprise
136|DENTALPHA|7 Rue d'Orange|13003 Marseille|04 96 21 86 76|Activité : entreprise
137|Salon Atlas Bachir|1 Rue Mathieu Stilatti|13003 Marseille|04 91 08 72 14|Activité : coiffeur
138|Copro Letizia|21 Boulevard Ricard|13003 Marseille|04 91 95 18 57|Activité : entreprise
139|Syndicat Sud|5 Rue Mathieu Stilatti|13003 Marseille|04 91 62 09 42|Activité : entreprise
140|Centre Information Orientation|25 Rue Jean Cristofol|13003 Marseille|04 91 50 13 87|Activité : administration de l’éducation nationale
141|Tanit|118 Rue Félix Pyat|13003 Marseille|04 91 07 32 47|Activité : alimentation générale
142|Zzzzzassistance Nettoyage Service|63 Rue de la Belle de Mai|13003 Marseille|09 67 14 07 25|Activité : entreprise
143|Union Locale CGT|2 rue Amiens|13003 MARSEILLE|09 64 21 39 95|Activité : associations diverses
144|Pharmacie Chouraqui|258 boulevard National|13003 MARSEILLE|04 91 62 11 65|Activité : pharmacien
145|LA BAGUE DE YASMINE|76 avenue Camille Pelletan|13003 MARSEILLE|04 91 07 07 37|Activité : pâtissier
146|Fournil De La Princiere|257 Boulevard National|13003 Marseille|04 91 95 91 37|Activité : boulanger
147|C.P.R.P.S.N.C.F|17 avenue Général Leclerc|13003 MARSEILLE|04 95 04 02 34|Activité : caisse de retraite et de prévoyance
148|MONSIEUR ALI SEBBANE ALI SEBBANE||13003 MARSEILLE|06 16 49 26 59|Activité : entreprise
149|David Galidie|24 Boulevard de Paris|13003 Marseille|04 91 62 32 02|Activité : notaire
150|Olivier Razaire|27 boulevard Révolution|13003 Marseille|04 91 02 32 60|Activité : vétérinaire
151|Ass jeunesse de m boude de marseille|4 Rue Louis Biroard|13003 Marseille|09 86 61 99 29|Activité : entreprise
152|Soria jean claude|9 Rue d'Orange|13003 Marseille|04 91 84 64 84|Activité : entreprise
153|Original menuiserie|25 Boulevard Bouès|13003 Marseille|09 83 66 13 70|Activité : entreprise
154|Monastere des religieuses victimes du|52 Rue Levat|13003 Marseille|04 91 50 29 21|Activité : entreprise
155|Mille et une deco|240 Boulevard National|13003 Marseille|04 88 08 32 37|Activité : entreprise
156|La mediterraneenne de l'outillage|78 boulevard NATIONALJARDINS DU GENIE|13003 Marseille|09 86 36 03 63|Activité : entreprise
157|La charolaise|77 avenue ROGER SALENGRO|13003 Marseille|09 81 09 81 83|Activité : entreprise
158|Action bf|72 Traverse Séry|13003 Marseille|06 50 82 14 91|Activité : entreprise
159|VINOLOGIC MAXIME GAMARD|168 Boulevard National|13003 Marseille|04 88 08 10 32|Activité : entreprise
160|STAR KEBAB AKIF GULBEDENBEGEM|153 RUE LOUBON|13003 MARSEILLE|04 88 08 50 32|Activité : entreprise
161|SOS PEINTURE SOS PEINTURE SOS PEINTURE|412 BOULEVARD NATIONAL|13003 MARSEILLE|04 65 96 87 85|Activité : entreprise
162|SCI LA CLE DES CHAMPS SUZANNE JANODY SCI LA CLE DES CHAMPS|14 RUE LAUTARD|13003 MARSEILLE 03|04 91 50 24 99|Activité : entreprise
163|S.P.I.L DECO MOHAMED JAMIL TALEB|9 RUE DE VERSAILLES|13003 MARSEILLE|04 88 86 02 38|Activité : entreprise
164|RAF-RAF SOUFIANE MOJHEDE|50 Avenue Roger Salengro|13003 Marseille|04 88 22 33 31|Activité : entreprise
165|PROMAN|5 rue DESIREE CLARY|13003 MARSEILLE 03|04 95 04 30 81|Activité : entreprise
166|ORIENTAL CHAOUI YAMIN BOUKHANCHOUCHE|4 RUE LOUBON|13003 MARSEILLE|04 13 25 63 49|Activité : entreprise
167|MESERAL CHRISTOPHE FIETTA|387 Boulevard National|13003 Marseille|04 91 08 55 22|Activité : entreprise
168|LES TERRASSES DE MORONI SAID ELISABETH|39 RUE DE CRIMEE|13003 MARSEILLE|04 13 63 51 84|Activité : entreprise
169|LARBAOUI DRISS DRISS LARBAOUI|2 PLACE DE STRASBOURG|13003 MARSEILLE|04 65 95 38 25|Activité : entreprise
170|LA ROSE BLANCHE OUARDA KHELIFI|155 BOULEVARD NATIONAL|13003 MARSEILLE|04 65 96 98 52|Activité : entreprise
171|KAPLAN&KAPLAN BARBARA DUPIN|8 RUE DU PASTEUR HEUZE|13003 MARSEILLE|04 86 77 44 89|Activité : entreprise
172|IDEAL HOUSE NACER DELALA|50 Avenue Camille Pelletan|13003 Marseille|04 65 85 64 88|Activité : entreprise
173|GH AUTO HENRI TORRES|8 BOULEVARD CHARPENTIER|13003 MARSEILLE|04 88 10 54 70|Activité : entreprise
174|FLEUR DE MAI MURAT GUL|123 RUE BELLE DE MAI|13003 MARSEILLE|04 65 96 75 49|Activité : entreprise
175|EUROSTOCK DAHAN WILIAM EUROSTOCK|50 R BERNARD|13003 MARSEILLE 03|04 91 08 02 59|Activité : entreprise
176|CINEMAGIS OLIVIER POUJAUD|RUE GUIBAL|13003 MARSEILLE 03|04 65 95 53 57|Activité : entreprise
177|ATLANTIQUE AISSA DJOUHRI|60 RUE DU DOCTEUR LEON PERRIN|13003 MARSEILLE|04 84 26 28 91|Activité : entreprise
178|ASSOCIATION DES SUPPORTER KODJO ELO AGBOKPE|20 RUE LEON GOZLAN|13003 MARSEILLE|04 88 04 30 37|Activité : entreprise
179|ARMAGHAN ARMAGHAN CHRISTIAN ARMAGHAN|14 RUE JULLIEN|13003 MARSEILLE 03|04 91 64 35 95|Activité : entreprise
180|ACKAERT DOMINIQUE YVONNE DOMINIQUE ACKAERT|11 RUE FRANCOIS BARBINI|13003 MARSEILLE|04 65 57 43 62|Activité : entreprise
181|Collèges|12 Rue de Versailles|13003 Marseille|04 91 11 01 68|Activité : collège public
182|Pharmacie Decape|154 Boulevard National|13003 Marseille|04 91 50 74 50|Activité : pharmacien
183|M.E.S.E.R.A.L.|387 Boulevard National|13003 Marseille|04 91 08 55 22|Activité : entreprise de menuiserie métallique
184|Optique Julien|166 Rue Loubon|13003 Marseille|04 91 68 08 23|Activité : entreprise
185|Jean-Claude Sanchez|440 Boulevard National|13003 Marseille|04 91 50 70 33|Activité : prothésiste dentaire
186|Léon Chouraqui|1 Rue Désirée Clary|13003 Marseille|04 91 50 00 01|Activité : expert-comptable
187|Laurent Borel|239 Boulevard National|13003 Marseille|04 96 21 09 01|Activité : médecin généraliste
188|Gabrielle Fernandez|69 Boulevard de Strasbourg|13003 Marseille|04 91 62 94 99|Activité : entreprise
189|Thierry Jobert|92 Rue de la Belle de Mai|13003 Marseille|04 91 64 13 54|Activité : kinésithérapeute
190|René Rocca|5 Rue de Forbin|13003 Marseille|04 91 50 12 31|Activité : laboratoire d'analyses de biologie médicale
191|Michel Toribio|116 Boulevard National|13003 Marseille|04 91 62 64 45|Activité : entreprise
192|Michel Dunevon|77 Boulevard National|13003 Marseille|04 91 62 70 54|Activité : médecin généraliste
193|Jean-François Muselli|86 Rue de la Belle de Mai|13003 Marseille|04 91 64 13 54|Activité : kinésithérapeute
194|Galal El Zahlan|76 Avenue Camille Pelletan|13003 Marseille|04 91 64 98 12|Activité : entreprise
195|Farid Farid|352 Boulevard National|13003 Marseille|04 91 62 69 98|Activité : entreprise
196|Christophe Cosialls|69 Boulevard de Plombières|13003 Marseille|04 91 58 32 66|Activité : entreprise
197|Bérengère Launay|5 Rue Désirée Clary|13003 Marseille|04 91 50 99 37|Activité : infirmier
198|Bernard Pannocchia|61 Boulevard Allemand|13003 Marseille|04 91 64 36 22|Activité : plombier
199|Bernard Dahan|140 Rue de Crimée|13003 Marseille|04 91 62 37 90|Activité : entreprise
200|Odile Degiovanni|10 Boulevard Bouès|13003 Marseille|04 91 64 10 50|Activité : entreprise
201|Claude Gallinari|45 Rue Clovis Hugues|13003 Marseille|04 91 62 51 31|Activité : entreprise
202|Carole Caire Jan|21 Place Bernard Cadenat|13003 Marseille|04 91 05 73 73|Activité : pédicure-podologue
203|Union du Comité Social des Douanes en Pr|56 boulevard Strasbourg|13003 MARSEILLE 03|04 91 50 95 39|Activité : entreprise
204|THEATRE TOURSKY|16 passage PAS LEO FERRE|13003 MARSEILLE 3EME|04 91 67 99 64|Activité : entreprise
205|Sud Habitat - Impasse Delpech|72 impasse Delpech|13003 MARSEILLE|04 91 95 67 82|Activité : HLM
206|SUBLIM HAIR JULIE VAZ FERNANDES|33 Boulevard de Plombières|13003 Marseille|04 91 05 91 55|Activité : entreprise
207|SARL MECA FROID|4-6 Rue Auphan|13003 Marseille|04 91 50 36 73|Activité : entreprise
208|SANTE SUD|200 boulevard NATIONAL|13003 MARSEILLE 03|04 91 95 63 45|Activité : entreprise
209|RESTAURANT DE LA GAITE ROLAND CAPEZZA|35 R DOCTEUR LEON PERRIN|13003 MARSEILLE|04 91 50 38 09|Activité : entreprise
210|REGIE DES TRANSPORTS DE MARSEILLE|55 Rue Clovis Hugues|13003 Marseille|04 96 13 57 28|Activité : entreprise
211|NEWFPMAG 14|110 boulevard PARIS|13003 MARSEILLE 03|04 91 62 28 18|Activité : entreprise
212|MEDITERRANEENNE DE TRAVAUX MARC DANI|16 Rue du Génie|13003 Marseille|04 91 91 42 54|Activité : entreprise
213|LA FRATERNITE DE LA BELLE MAI|5 B rue BOULEVARD BUREL|13003 MARSEILLE|04 91 62 28 09|Activité : entreprise
214|GALLOUET ENTREPRISE GEORGES GAETAN GALLOUET GEORGES|107 Boulevard National|13003 Marseille|04 91 50 56 78|Activité : entreprise
215|GALIDIE DAVID CHRISTIAN|14 rue LANTIER|13003 MARSEILLE|04 91 64 25 58|Activité : entreprise
216|Ferry Fleurs|105 avenue camille pelletan|13003 Marseille|04 91 50 51 82|Activité : entreprise
217|Comité de Bienfaisance et de Secours aux|3B Rue Désirée Clary|13003 Marseille|04 91 08 95 17|Activité : entreprise
218|COLLEGE PRIVE SAINT MAURONT|41 Rue Félix Pyat|13003 Marseille|04 91 08 56 48|Activité : entreprise
219|CIDFF|1 rue FORBIN|13003 MARSEILLE 03|04 91 07 23 55|Activité : entreprise
220|BRASSERIE LE 225 YOUNES ACHIT|225 Boulevard National|13003 Marseille|04 91 84 94 40|Activité : entreprise
221|BOENO DIDIER DIDIER BOENO|1 Rue Peyssonnel|13003 Marseille|04 91 62 66 00|Activité : entreprise
222|BAR EDMOND HERVE PACE|19 Rue d'Orange|13003 Marseille|04 91 62 42 25|Activité : entreprise
223|BAR DE LA POSTE GERARD THIEL|26 rue LD BELLE DE MAI|13003 MARSEILLE 3|04 91 62 10 53|Activité : entreprise
224|AVENR DEVELOPPEMENT DURABLE|3 rue GUIBAL|13003 MARSEILLE 03|04 91 64 99 29|Activité : entreprise
225|AMAHRI LAAZA BOULANGERIE LAAZA AMAHRI|162 Rue Félix Pyat|13003 Marseille|04 91 02 95 17|Activité : entreprise
226|AGENCE MAP|37 Rue Guibal|13003 Marseille|04 91 95 96 95|Activité : entreprise
227|AFRICA BEAUTE|118 aven ROGER SALENGRO|13003 MARSEILLE|04 91 08 30 45|Activité : entreprise
228|Jérémy Traiteur Organisation|37 Rue Guibal|13003 Marseille|04 91 64 74 05|Activité : traiteur
229|Centre Information Orientation|25 Rue Lautard|13003 Marseille|04 91 50 19 54|Activité : administration de l’éducation nationale
230|Union Départementale Syndicats|23 Boulevard Charles Nédelec|13003 Marseille|04 91 64 70 88|Activité : syndicat
231|Sogima|23 Rue Guibal|13003 Marseille|04 91 84 31 61|Activité : agence immobilière
232|Cogepart Groupe|120 Boulevard de Paris|13003 Marseille|04 91 64 69 44|Activité : entreprise
233|Sara Ghu|29 Rue Sainte-Victorine|13003 Marseille|09 65 36 23 60|Activité : entreprise
234|GF|224 Boulevard National|13003 Marseille|04 91 08 11 93|Activité : boucher charcutier
